Start,End,Heat pump dhw consumption (kwh),Heat pump heating consumption (kwh),Total heat pump consumption (kwh),Non heat pump consumption (kwh),Total overall consumption (kwh),OVO Extended Fixed 15M + Heat Pump Plus --- Heat pump dhw price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Heat pump heating price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Total heat pump price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Non heat pump price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Standing charge price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Total price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Heat pump dhw price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Heat pump heating price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Total heat pump price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Non heat pump price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Standing charge price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Total price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Heat pump dhw price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Heat pump heating price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Total heat pump price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Non heat pump price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Standing charge price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Total price (GBP),Octopus Cosy --- Heat pump dhw price (GBP),Octopus Cosy --- Heat pump heating price (GBP),Octopus Cosy --- Total heat pump price (GBP),Octopus Cosy --- Non heat pump price (GBP),Octopus Cosy --- Standing charge price (GBP),Octopus Cosy --- Total price (GBP),Octopus 12M Fixed august 2024 v1 --- Heat pump dhw price (GBP),Octopus 12M Fixed august 2024 v1 --- Heat pump heating price (GBP),Octopus 12M Fixed august 2024 v1 --- Total heat pump price (GBP),Octopus 12M Fixed august 2024 v1 --- Non heat pump price (GBP),Octopus 12M Fixed august 2024 v1 --- Standing charge price (GBP),Octopus 12M Fixed august 2024 v1 --- Total price (GBP)
2025-02-01 00:00:00,2025-03-01 00:00:00,27.579487930441356,242.09903879978643,269.6785267302278,191.75609606832242,461.4346227985502,4.14,36.31,40.45,46.71,10.82,97.98,4.14,36.31,40.45,48.76,10.82,100.03,4.14,36.31,40.45,48.74,15.64,104.83,4.15,58.93,63.07,46.84,11.00,120.91,6.62,58.08,64.70,46.00,10.81,121.50
2025-03-01 00:00:00,2025-04-01 00:00:00,31.435947486951875,137.95645809492726,169.39240558187913,137.21044476336803,306.60285034524713,4.72,20.69,25.41,33.42,9.34,68.18,4.72,20.69,25.41,34.89,9.34,69.64,4.72,20.69,25.41,34.88,13.50,73.79,4.60,33.55,38.15,34.86,9.50,82.51,7.54,33.10,40.64,32.92,9.33,82.89
