Start,End,Heat pump dhw consumption (kwh),Heat pump heating consumption (kwh),Total heat pump consumption (kwh),Non heat pump consumption (kwh),Total overall consumption (kwh),OVO Extended Fixed 15M + Heat Pump Plus --- Heat pump dhw price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Heat pump heating price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Total heat pump price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Non heat pump price (GBP),OVO Extended Fixed 15M + Heat Pump Plus --- Total price ignoring standing charge (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Heat pump dhw price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Heat pump heating price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Total heat pump price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Non heat pump price (GBP),OVO 1 Year Fixed + Heat Pump Plus --- Total price ignoring standing charge (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Heat pump dhw price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Heat pump heating price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Total heat pump price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Non heat pump price (GBP),OVO 1 Year Fixed + Greener Electricity + Heat Pump Plus --- Total price ignoring standing charge (GBP),Octopus Cosy --- Heat pump dhw price (GBP),Octopus Cosy --- Heat pump heating price (GBP),Octopus Cosy --- Total heat pump price (GBP),Octopus Cosy --- Non heat pump price (GBP),Octopus Cosy --- Total price ignoring standing charge (GBP),Octopus 12M Fixed august 2024 v1 --- Heat pump dhw price (GBP),Octopus 12M Fixed august 2024 v1 --- Heat pump heating price (GBP),Octopus 12M Fixed august 2024 v1 --- Total heat pump price (GBP),Octopus 12M Fixed august 2024 v1 --- Non heat pump price (GBP),Octopus 12M Fixed august 2024 v1 --- Total price ignoring standing charge (GBP)
2025-02-07 00:00:00,2025-02-07 01:00:00,0.0,0.0,0.0,0.506,0.506,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.12,0.12
2025-02-07 01:00:00,2025-02-07 02:00:00,0.0,0.0,0.0,0.536,0.536,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.13,0.13
2025-02-07 02:00:00,2025-02-07 03:00:00,0.0,0.0,0.0,0.546,0.546,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.13,0.13
2025-02-07 03:00:00,2025-02-07 04:00:00,0.0,0.0,0.0,0.567,0.567,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.14,0.14
2025-02-07 04:00:00,2025-02-07 05:00:00,0.0,0.0,0.0,0.572,0.572,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.15,0.15,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.14,0.14
2025-02-07 05:00:00,2025-02-07 06:00:00,0.0,0.0,0.0,0.562,0.562,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.13,0.13
2025-02-07 06:00:00,2025-02-07 07:00:00,0.0,0.0,0.0,0.888,0.888,0.00,0.00,0.00,0.22,0.22,0.00,0.00,0.00,0.23,0.23,0.00,0.00,0.00,0.23,0.23,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.21,0.21
2025-02-07 07:00:00,2025-02-07 08:00:00,0.0,0.0,0.0,0.536,0.536,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.13,0.13
2025-02-07 08:00:00,2025-02-07 09:00:00,0.0,0.0,0.0,0.41900000000000004,0.41900000000000004,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.10,0.10
2025-02-07 09:00:00,2025-02-07 10:00:00,0.0,0.0,0.0,0.192,0.192,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05
2025-02-07 10:00:00,2025-02-07 11:00:00,0.0,0.0,0.0,0.358,0.358,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.09,0.09
2025-02-07 11:00:00,2025-02-07 12:00:00,0.0,0.0,0.0,0.14,0.14,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.03,0.03
2025-02-07 12:00:00,2025-02-07 13:00:00,0.0,0.0,0.0,0.16799999999999998,0.16799999999999998,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.04
2025-02-07 13:00:00,2025-02-07 14:00:00,0.0,0.0,0.0,0.35,0.35,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.08,0.08
2025-02-07 14:00:00,2025-02-07 15:00:00,0.0,0.0,0.0,2.595,2.595,0.00,0.00,0.00,0.63,0.63,0.00,0.00,0.00,0.66,0.66,0.00,0.00,0.00,0.66,0.66,0.00,0.00,0.00,0.34,0.34,0.00,0.00,0.00,0.62,0.62
2025-02-07 15:00:00,2025-02-07 16:00:00,0.0,0.0,0.0,3.888,3.888,0.00,0.00,0.00,0.95,0.95,0.00,0.00,0.00,0.99,0.99,0.00,0.00,0.00,0.99,0.99,0.00,0.00,0.00,0.51,0.51,0.00,0.00,0.00,0.93,0.93
2025-02-07 16:00:00,2025-02-07 17:00:00,0.0,0.0,0.0,1.85,1.85,0.00,0.00,0.00,0.45,0.45,0.00,0.00,0.00,0.47,0.47,0.00,0.00,0.00,0.47,0.47,0.00,0.00,0.00,0.74,0.74,0.00,0.00,0.00,0.44,0.44
2025-02-07 17:00:00,2025-02-07 18:00:00,0.0,0.0,0.0,2.384,2.384,0.00,0.00,0.00,0.58,0.58,0.00,0.00,0.00,0.61,0.61,0.00,0.00,0.00,0.61,0.61,0.00,0.00,0.00,0.96,0.96,0.00,0.00,0.00,0.57,0.57
2025-02-07 18:00:00,2025-02-07 19:00:00,0.0,0.2962539632092667,0.2962539632092667,1.2527460367907333,1.549,0.00,0.04,0.04,0.31,0.35,0.00,0.04,0.04,0.32,0.36,0.00,0.04,0.04,0.32,0.36,0.00,0.12,0.12,0.50,0.62,0.00,0.07,0.07,0.30,0.37
2025-02-07 19:00:00,2025-02-07 20:00:00,0.0,1.3074166518077275,1.3074166518077275,0.23658334819227256,1.544,0.00,0.20,0.20,0.06,0.25,0.00,0.20,0.20,0.06,0.26,0.00,0.20,0.20,0.06,0.26,0.00,0.35,0.35,0.06,0.41,0.00,0.31,0.31,0.06,0.37
2025-02-07 20:00:00,2025-02-07 21:00:00,0.0,1.2719740221418965,1.2719740221418965,0.22002597785810352,1.492,0.00,0.19,0.19,0.05,0.24,0.00,0.19,0.19,0.06,0.25,0.00,0.19,0.19,0.06,0.25,0.00,0.34,0.34,0.06,0.40,0.00,0.31,0.31,0.05,0.36
2025-02-07 21:00:00,2025-02-07 22:00:00,0.0,1.1787015676870642,1.1787015676870642,0.32029843231293587,1.499,0.00,0.18,0.18,0.08,0.25,0.00,0.18,0.18,0.08,0.26,0.00,0.18,0.18,0.08,0.26,0.00,0.32,0.32,0.09,0.40,0.00,0.28,0.28,0.08,0.36
2025-02-07 22:00:00,2025-02-07 23:00:00,0.0,0.9456359972014838,0.9456359972014838,0.16236400279851626,1.108,0.00,0.14,0.14,0.04,0.18,0.00,0.14,0.14,0.04,0.18,0.00,0.14,0.14,0.04,0.18,0.00,0.12,0.12,0.02,0.15,0.00,0.23,0.23,0.04,0.27
2025-02-07 23:00:00,2025-02-08 00:00:00,0.0,1.0289439919630032,1.0289439919630032,0.1460560080369966,1.1749999999999998,0.00,0.15,0.15,0.04,0.19,0.00,0.15,0.15,0.04,0.19,0.00,0.15,0.15,0.04,0.19,0.00,0.13,0.13,0.02,0.15,0.00,0.25,0.25,0.04,0.28
2025-02-08 00:00:00,2025-02-08 01:00:00,0.0,1.0951371438595086,1.0951371438595086,0.2358628561404914,1.331,0.00,0.16,0.16,0.06,0.22,0.00,0.16,0.16,0.06,0.22,0.00,0.16,0.16,0.06,0.22,0.00,0.29,0.29,0.06,0.36,0.00,0.26,0.26,0.06,0.32
2025-02-08 01:00:00,2025-02-08 02:00:00,0.0,0.9223922558559257,0.9223922558559257,0.07860774414407423,1.001,0.00,0.14,0.14,0.02,0.16,0.00,0.14,0.14,0.02,0.16,0.00,0.14,0.14,0.02,0.16,0.00,0.25,0.25,0.02,0.27,0.00,0.22,0.22,0.02,0.24
2025-02-08 02:00:00,2025-02-08 03:00:00,0.0,0.9383390536971831,0.9383390536971831,0.08266094630281684,1.021,0.00,0.14,0.14,0.02,0.16,0.00,0.14,0.14,0.02,0.16,0.00,0.14,0.14,0.02,0.16,0.00,0.25,0.25,0.02,0.27,0.00,0.23,0.23,0.02,0.24
2025-02-08 03:00:00,2025-02-08 04:00:00,0.0,0.9354795401569923,0.9354795401569923,0.10352045984300784,1.0390000000000001,0.00,0.14,0.14,0.03,0.17,0.00,0.14,0.14,0.03,0.17,0.00,0.14,0.14,0.03,0.17,0.00,0.25,0.25,0.03,0.28,0.00,0.22,0.22,0.02,0.25
2025-02-08 04:00:00,2025-02-08 05:00:00,0.0,0.965502394033647,0.965502394033647,0.09149760596635292,1.057,0.00,0.14,0.14,0.02,0.17,0.00,0.14,0.14,0.02,0.17,0.00,0.14,0.14,0.02,0.17,0.00,0.13,0.13,0.01,0.14,0.00,0.23,0.23,0.02,0.25
2025-02-08 05:00:00,2025-02-08 06:00:00,0.0,1.245818053740913,1.245818053740913,0.0,1.245818053740913,0.00,0.19,0.19,0.00,0.19,0.00,0.19,0.19,0.00,0.19,0.00,0.19,0.19,0.00,0.19,0.00,0.16,0.16,0.00,0.16,0.00,0.30,0.30,0.00,0.30
2025-02-08 06:00:00,2025-02-08 07:00:00,0.0,1.515651686721318,1.515651686721318,0.388348313278682,1.904,0.00,0.23,0.23,0.09,0.32,0.00,0.23,0.23,0.10,0.33,0.00,0.23,0.23,0.10,0.33,0.00,0.20,0.20,0.05,0.25,0.00,0.36,0.36,0.09,0.46
2025-02-08 07:00:00,2025-02-08 08:00:00,0.0,1.4143881992737675,1.4143881992737675,0.1706118007262325,1.585,0.00,0.21,0.21,0.04,0.25,0.00,0.21,0.21,0.04,0.26,0.00,0.21,0.21,0.04,0.26,0.00,0.38,0.38,0.05,0.42,0.00,0.34,0.34,0.04,0.38
2025-02-08 08:00:00,2025-02-08 09:00:00,0.0,1.395754795334507,1.395754795334507,0.3502452046654929,1.746,0.00,0.21,0.21,0.09,0.29,0.00,0.21,0.21,0.09,0.30,0.00,0.21,0.21,0.09,0.30,0.00,0.37,0.37,0.09,0.47,0.00,0.33,0.33,0.08,0.42
2025-02-08 09:00:00,2025-02-08 10:00:00,0.0,1.1922987099185347,1.1922987099185347,0.25170129008146525,1.444,0.00,0.18,0.18,0.06,0.24,0.00,0.18,0.18,0.06,0.24,0.00,0.18,0.18,0.06,0.24,0.00,0.32,0.32,0.07,0.39,0.00,0.29,0.29,0.06,0.35
2025-02-08 10:00:00,2025-02-08 11:00:00,0.0,1.305893060330795,1.305893060330795,0.1691069396692051,1.475,0.00,0.20,0.20,0.04,0.24,0.00,0.20,0.20,0.04,0.24,0.00,0.20,0.20,0.04,0.24,0.00,0.35,0.35,0.05,0.39,0.00,0.31,0.31,0.04,0.35
2025-02-08 11:00:00,2025-02-08 12:00:00,0.0,1.2497245300587918,1.2497245300587918,0.35827546994120807,1.6079999999999999,0.00,0.19,0.19,0.09,0.27,0.00,0.19,0.19,0.09,0.28,0.00,0.19,0.19,0.09,0.28,0.00,0.33,0.33,0.10,0.43,0.00,0.30,0.30,0.09,0.39
2025-02-08 12:00:00,2025-02-08 13:00:00,0.0,1.0584613146979764,1.0584613146979764,0.07353868530202368,1.1320000000000001,0.00,0.16,0.16,0.02,0.18,0.00,0.16,0.16,0.02,0.18,0.00,0.16,0.16,0.02,0.18,0.00,0.28,0.28,0.02,0.30,0.00,0.25,0.25,0.02,0.27
2025-02-08 13:00:00,2025-02-08 14:00:00,0.0,1.0310267194150478,1.0310267194150478,0.13197328058495228,1.163,0.00,0.15,0.15,0.03,0.19,0.00,0.15,0.15,0.03,0.19,0.00,0.15,0.15,0.03,0.19,0.00,0.14,0.14,0.02,0.15,0.00,0.25,0.25,0.03,0.28
2025-02-08 14:00:00,2025-02-08 15:00:00,0.0,1.0071803655792,1.0071803655792,0.10281963442080011,1.11,0.00,0.15,0.15,0.03,0.18,0.00,0.15,0.15,0.03,0.18,0.00,0.15,0.15,0.03,0.18,0.00,0.13,0.13,0.01,0.15,0.00,0.24,0.24,0.02,0.27
2025-02-08 15:00:00,2025-02-08 16:00:00,0.0,1.0020536097101507,1.0020536097101507,0.09194639028984941,1.094,0.00,0.15,0.15,0.02,0.17,0.00,0.15,0.15,0.02,0.17,0.00,0.15,0.15,0.02,0.17,0.00,0.13,0.13,0.01,0.14,0.00,0.24,0.24,0.02,0.26
2025-02-08 16:00:00,2025-02-08 17:00:00,0.0,0.9610334477424411,0.9610334477424411,0.14196655225755905,1.1030000000000002,0.00,0.14,0.14,0.03,0.18,0.00,0.14,0.14,0.04,0.18,0.00,0.14,0.14,0.04,0.18,0.00,0.39,0.39,0.06,0.44,0.00,0.23,0.23,0.03,0.26
2025-02-08 17:00:00,2025-02-08 18:00:00,0.0,0.5990704977615942,0.5990704977615942,0.13192950223840594,0.7310000000000001,0.00,0.09,0.09,0.03,0.12,0.00,0.09,0.09,0.03,0.12,0.00,0.09,0.09,0.03,0.12,0.00,0.24,0.24,0.05,0.29,0.00,0.14,0.14,0.03,0.18
2025-02-08 18:00:00,2025-02-08 19:00:00,0.0,0.4921799576158256,0.4921799576158256,0.2878200423841744,0.78,0.00,0.07,0.07,0.07,0.14,0.00,0.07,0.07,0.07,0.15,0.00,0.07,0.07,0.07,0.15,0.00,0.20,0.20,0.12,0.31,0.00,0.12,0.12,0.07,0.19
2025-02-08 19:00:00,2025-02-08 20:00:00,0.0,1.3361791140550157,1.3361791140550157,0.08182088594498427,1.418,0.00,0.20,0.20,0.02,0.22,0.00,0.20,0.20,0.02,0.22,0.00,0.20,0.20,0.02,0.22,0.00,0.36,0.36,0.02,0.38,0.00,0.32,0.32,0.02,0.34
2025-02-08 20:00:00,2025-02-08 21:00:00,0.0,1.0526790531398276,1.0526790531398276,0.12332094686017236,1.176,0.00,0.16,0.16,0.03,0.19,0.00,0.16,0.16,0.03,0.19,0.00,0.16,0.16,0.03,0.19,0.00,0.28,0.28,0.03,0.31,0.00,0.25,0.25,0.03,0.28
2025-02-08 21:00:00,2025-02-08 22:00:00,0.0,0.9222124771743715,0.9222124771743715,0.1797875228256286,1.102,0.00,0.14,0.14,0.04,0.18,0.00,0.14,0.14,0.05,0.18,0.00,0.14,0.14,0.05,0.18,0.00,0.25,0.25,0.05,0.29,0.00,0.22,0.22,0.04,0.26
2025-02-08 22:00:00,2025-02-08 23:00:00,0.0,0.7562883588980153,0.7562883588980153,2.845711641101985,3.6020000000000003,0.00,0.11,0.11,0.69,0.81,0.00,0.11,0.11,0.72,0.84,0.00,0.11,0.11,0.72,0.84,0.00,0.10,0.10,0.37,0.47,0.00,0.18,0.18,0.68,0.86
2025-02-08 23:00:00,2025-02-09 00:00:00,0.0,0.6870081665045747,0.6870081665045747,3.2849918334954253,3.972,0.00,0.10,0.10,0.80,0.90,0.00,0.10,0.10,0.84,0.94,0.00,0.10,0.10,0.84,0.94,0.00,0.09,0.09,0.43,0.52,0.00,0.16,0.16,0.79,0.95
2025-02-09 00:00:00,2025-02-09 01:00:00,0.0,0.6904282419461294,0.6904282419461294,1.8295717580538706,2.52,0.00,0.10,0.10,0.45,0.55,0.00,0.10,0.10,0.47,0.57,0.00,0.10,0.10,0.47,0.57,0.00,0.18,0.18,0.49,0.67,0.00,0.17,0.17,0.44,0.60
2025-02-09 01:00:00,2025-02-09 02:00:00,0.0,0.6868463654154339,0.6868463654154339,0.3781536345845661,1.065,0.00,0.10,0.10,0.09,0.20,0.00,0.10,0.10,0.10,0.20,0.00,0.10,0.10,0.10,0.20,0.00,0.18,0.18,0.10,0.28,0.00,0.16,0.16,0.09,0.26
2025-02-09 02:00:00,2025-02-09 03:00:00,0.0,0.686335785937178,0.686335785937178,0.27966421406282194,0.966,0.00,0.10,0.10,0.07,0.17,0.00,0.10,0.10,0.07,0.17,0.00,0.10,0.10,0.07,0.17,0.00,0.18,0.18,0.07,0.26,0.00,0.16,0.16,0.07,0.23
2025-02-09 03:00:00,2025-02-09 04:00:00,0.0,0.6945312290244764,0.6945312290244764,0.24546877097552355,0.94,0.00,0.10,0.10,0.06,0.16,0.00,0.10,0.10,0.06,0.17,0.00,0.10,0.10,0.06,0.17,0.00,0.19,0.19,0.07,0.25,0.00,0.17,0.17,0.06,0.23
2025-02-09 04:00:00,2025-02-09 05:00:00,0.0,0.7033585333852572,0.7033585333852572,0.23164146661474283,0.935,0.00,0.11,0.11,0.06,0.16,0.00,0.11,0.11,0.06,0.16,0.00,0.11,0.11,0.06,0.16,0.00,0.09,0.09,0.03,0.12,0.00,0.17,0.17,0.06,0.22
2025-02-09 05:00:00,2025-02-09 06:00:00,0.0,0.8209089883048291,0.8209089883048291,0.11909101169517089,0.94,0.00,0.12,0.12,0.03,0.15,0.00,0.12,0.12,0.03,0.15,0.00,0.12,0.12,0.03,0.15,0.00,0.11,0.11,0.02,0.12,0.00,0.20,0.20,0.03,0.23
2025-02-09 06:00:00,2025-02-09 07:00:00,0.0,0.9456080996919014,0.9456080996919014,0.38639190030809845,1.3319999999999999,0.00,0.14,0.14,0.09,0.24,0.00,0.14,0.14,0.10,0.24,0.00,0.14,0.14,0.10,0.24,0.00,0.12,0.12,0.05,0.17,0.00,0.23,0.23,0.09,0.32
2025-02-09 07:00:00,2025-02-09 08:00:00,0.0,0.9254951409343637,0.9254951409343637,0.23750485906563612,1.1629999999999998,0.00,0.14,0.14,0.06,0.20,0.00,0.14,0.14,0.06,0.20,0.00,0.14,0.14,0.06,0.20,0.00,0.25,0.25,0.06,0.31,0.00,0.22,0.22,0.06,0.28
2025-02-09 08:00:00,2025-02-09 09:00:00,0.0,0.8877981695711824,0.8877981695711824,0.20120183042881756,1.089,0.00,0.13,0.13,0.05,0.18,0.00,0.13,0.13,0.05,0.18,0.00,0.13,0.13,0.05,0.18,0.00,0.24,0.24,0.05,0.29,0.00,0.21,0.21,0.05,0.26
2025-02-09 09:00:00,2025-02-09 10:00:00,0.0,0.8484043383364851,0.8484043383364851,0.251595661663515,1.1,0.00,0.13,0.13,0.06,0.19,0.00,0.13,0.13,0.06,0.19,0.00,0.13,0.13,0.06,0.19,0.00,0.23,0.23,0.07,0.29,0.00,0.20,0.20,0.06,0.26
2025-02-09 10:00:00,2025-02-09 11:00:00,0.0,0.8287767798629609,0.8287767798629609,0.17722322013703906,1.006,0.00,0.12,0.12,0.04,0.17,0.00,0.12,0.12,0.05,0.17,0.00,0.12,0.12,0.05,0.17,0.00,0.22,0.22,0.05,0.27,0.00,0.20,0.20,0.04,0.24
2025-02-09 11:00:00,2025-02-09 12:00:00,0.0,0.8226281943221831,0.8226281943221831,0.15737180567781683,0.98,0.00,0.12,0.12,0.04,0.16,0.00,0.12,0.12,0.04,0.16,0.00,0.12,0.12,0.04,0.16,0.00,0.22,0.22,0.04,0.26,0.00,0.20,0.20,0.04,0.24
2025-02-09 12:00:00,2025-02-09 13:00:00,0.0,0.7934749869101816,0.7934749869101816,0.1675250130898185,0.9610000000000001,0.00,0.12,0.12,0.04,0.16,0.00,0.12,0.12,0.04,0.16,0.00,0.12,0.12,0.04,0.16,0.00,0.21,0.21,0.04,0.26,0.00,0.19,0.19,0.04,0.23
2025-02-09 13:00:00,2025-02-09 14:00:00,0.0,0.7607482844366495,0.7607482844366495,0.3012517155633505,1.062,0.00,0.11,0.11,0.07,0.19,0.00,0.11,0.11,0.08,0.19,0.00,0.11,0.11,0.08,0.19,0.00,0.10,0.10,0.04,0.14,0.00,0.18,0.18,0.07,0.25
2025-02-09 14:00:00,2025-02-09 15:00:00,0.0,0.7605111906776385,0.7605111906776385,0.2444888093223616,1.0050000000000001,0.00,0.11,0.11,0.06,0.17,0.00,0.11,0.11,0.06,0.18,0.00,0.11,0.11,0.06,0.18,0.00,0.10,0.10,0.03,0.13,0.00,0.18,0.18,0.06,0.24
2025-02-09 15:00:00,2025-02-09 16:00:00,0.0,0.7760199429367999,0.7760199429367999,0.27598005706320017,1.052,0.00,0.12,0.12,0.07,0.18,0.00,0.12,0.12,0.07,0.19,0.00,0.12,0.12,0.07,0.19,0.00,0.10,0.10,0.04,0.14,0.00,0.19,0.19,0.07,0.25
2025-02-09 16:00:00,2025-02-09 17:00:00,0.0,0.7947764046695757,0.7947764046695757,1.0312235953304243,1.826,0.00,0.12,0.12,0.25,0.37,0.00,0.12,0.12,0.26,0.38,0.00,0.12,0.12,0.26,0.38,0.00,0.32,0.32,0.41,0.73,0.00,0.19,0.19,0.25,0.44
2025-02-09 17:00:00,2025-02-09 18:00:00,0.0,0.8172249648377197,0.8172249648377197,0.36277503516228027,1.18,0.00,0.12,0.12,0.09,0.21,0.00,0.12,0.12,0.09,0.21,0.00,0.12,0.12,0.09,0.21,0.00,0.33,0.33,0.15,0.47,0.00,0.20,0.20,0.09,0.28
2025-02-09 18:00:00,2025-02-09 19:00:00,0.0,0.8400201478970594,0.8400201478970594,0.9029798521029405,1.7429999999999999,0.00,0.13,0.13,0.22,0.35,0.00,0.13,0.13,0.23,0.36,0.00,0.13,0.13,0.23,0.36,0.00,0.34,0.34,0.36,0.70,0.00,0.20,0.20,0.22,0.42
2025-02-09 19:00:00,2025-02-09 20:00:00,0.0,0.8520688034673771,0.8520688034673771,0.9299311965326229,1.782,0.00,0.13,0.13,0.23,0.35,0.00,0.13,0.13,0.24,0.36,0.00,0.13,0.13,0.24,0.36,0.00,0.23,0.23,0.25,0.48,0.00,0.20,0.20,0.22,0.43
2025-02-09 20:00:00,2025-02-09 21:00:00,0.0,0.8395095818661973,0.8395095818661973,0.5434904181338027,1.383,0.00,0.13,0.13,0.13,0.26,0.00,0.13,0.13,0.14,0.26,0.00,0.13,0.13,0.14,0.26,0.00,0.22,0.22,0.15,0.37,0.00,0.20,0.20,0.13,0.33
2025-02-09 21:00:00,2025-02-09 22:00:00,0.0,0.7956643250586524,0.7956643250586524,1.5263356749413477,2.322,0.00,0.12,0.12,0.37,0.49,0.00,0.12,0.12,0.39,0.51,0.00,0.12,0.12,0.39,0.51,0.00,0.21,0.21,0.41,0.62,0.00,0.19,0.19,0.37,0.56
2025-02-09 22:00:00,2025-02-09 23:00:00,0.0,0.5835203828249907,0.5835203828249907,0.9164796171750093,1.5,0.00,0.09,0.09,0.22,0.31,0.00,0.09,0.09,0.23,0.32,0.00,0.09,0.09,0.23,0.32,0.00,0.08,0.08,0.12,0.20,0.00,0.14,0.14,0.22,0.36
2025-02-09 23:00:00,2025-02-10 00:00:00,0.0,0.6353379043522724,0.6353379043522724,1.3646620956477276,2.0,0.00,0.10,0.10,0.33,0.43,0.00,0.10,0.10,0.35,0.44,0.00,0.10,0.10,0.35,0.44,0.00,0.08,0.08,0.18,0.26,0.00,0.15,0.15,0.33,0.48
2025-02-10 00:00:00,2025-02-10 01:00:00,0.0,0.6845496368838028,0.6845496368838028,0.6894503631161973,1.374,0.00,0.10,0.10,0.17,0.27,0.00,0.10,0.10,0.18,0.28,0.00,0.10,0.10,0.18,0.28,0.00,0.18,0.18,0.18,0.37,0.00,0.16,0.16,0.17,0.33
2025-02-10 01:00:00,2025-02-10 02:00:00,0.0,0.7013345550677089,0.7013345550677089,0.992665444932291,1.694,0.00,0.11,0.11,0.24,0.35,0.00,0.11,0.11,0.25,0.36,0.00,0.11,0.11,0.25,0.36,0.00,0.19,0.19,0.27,0.45,0.00,0.17,0.17,0.24,0.41
2025-02-10 02:00:00,2025-02-10 03:00:00,0.0,0.7070074381654509,0.7070074381654509,0.6039925618345491,1.311,0.00,0.11,0.11,0.15,0.25,0.00,0.11,0.11,0.15,0.26,0.00,0.11,0.11,0.15,0.26,0.00,0.19,0.19,0.16,0.35,0.00,0.17,0.17,0.14,0.31
2025-02-10 03:00:00,2025-02-10 04:00:00,0.0,0.6980345017896659,0.6980345017896659,0.6039654982103342,1.302,0.00,0.10,0.10,0.15,0.25,0.00,0.10,0.10,0.15,0.26,0.00,0.10,0.10,0.15,0.26,0.00,0.19,0.19,0.16,0.35,0.00,0.17,0.17,0.14,0.31
2025-02-10 04:00:00,2025-02-10 05:00:00,0.0,0.6697705585688773,0.6697705585688773,0.46122944143112266,1.131,0.00,0.10,0.10,0.11,0.21,0.00,0.10,0.10,0.12,0.22,0.00,0.10,0.10,0.12,0.22,0.00,0.09,0.09,0.06,0.15,0.00,0.16,0.16,0.11,0.27
2025-02-10 05:00:00,2025-02-10 06:00:00,0.0,0.7438333786148846,0.7438333786148846,0.22016662138511534,0.964,0.00,0.11,0.11,0.05,0.17,0.00,0.11,0.11,0.06,0.17,0.00,0.11,0.11,0.06,0.17,0.00,0.10,0.10,0.03,0.13,0.00,0.18,0.18,0.05,0.23
2025-02-10 06:00:00,2025-02-10 07:00:00,0.0,1.0130947375822987,1.0130947375822987,0.2529052624177013,1.266,0.00,0.15,0.15,0.06,0.21,0.00,0.15,0.15,0.06,0.22,0.00,0.15,0.15,0.06,0.22,0.00,0.13,0.13,0.03,0.17,0.00,0.24,0.24,0.06,0.30
2025-02-10 07:00:00,2025-02-10 08:00:00,0.0,0.9543147634242958,0.9543147634242958,0.29068523657570433,1.245,0.00,0.14,0.14,0.07,0.21,0.00,0.14,0.14,0.07,0.22,0.00,0.14,0.14,0.07,0.22,0.00,0.26,0.26,0.08,0.33,0.00,0.23,0.23,0.07,0.30
2025-02-10 08:00:00,2025-02-10 09:00:00,0.0,0.935390093170479,0.935390093170479,0.16760990682952093,1.103,0.00,0.14,0.14,0.04,0.18,0.00,0.14,0.14,0.04,0.18,0.00,0.14,0.14,0.04,0.18,0.00,0.25,0.25,0.04,0.30,0.00,0.22,0.22,0.04,0.26
2025-02-10 09:00:00,2025-02-10 10:00:00,0.0,0.9402951515717571,0.9402951515717571,0.18970484842824276,1.13,0.00,0.14,0.14,0.05,0.19,0.00,0.14,0.14,0.05,0.19,0.00,0.14,0.14,0.05,0.19,0.00,0.25,0.25,0.05,0.30,0.00,0.23,0.23,0.05,0.27
